date,text,sentiment,value,change,series_id,indicator_name
2005-10-01,Real Gross Domestic Product per Capita remained unchanged at 3.00 Percent in 2005-10-01.,neutral,3.0,0.0,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2006-01-01,Real Gross Domestic Product per Capita increased by 0.20 Percent to 3.20 Percent in 2006-01-01.,neutral,3.2,0.2000000000000001,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2006-04-01,Real Gross Domestic Product per Capita decreased by 0.20 Percent to 3.00 Percent in 2006-04-01.,negative,3.0,-0.2000000000000001,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2006-07-01,Real Gross Domestic Product per Capita decreased by 0.70 Percent to 2.30 Percent in 2006-07-01.,negative,2.3,-0.7000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2006-10-01,Real Gross Domestic Product per Capita increased by 0.30 Percent to 2.60 Percent in 2006-10-01.,neutral,2.6,0.3000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2007-01-01,Real Gross Domestic Product per Capita decreased by 1.00 Percent to 1.60 Percent in 2007-01-01.,negative,1.6,-1.0,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2007-04-01,Real Gross Domestic Product per Capita increased by 0.30 Percent to 1.90 Percent in 2007-04-01.,neutral,1.9,0.2999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2007-07-01,Real Gross Domestic Product per Capita increased by 0.50 Percent to 2.40 Percent in 2007-07-01.,neutral,2.4,0.5,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2007-10-01,Real Gross Domestic Product per Capita decreased by 0.30 Percent to 2.10 Percent in 2007-10-01.,negative,2.1,-0.2999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2008-01-01,Real Gross Domestic Product per Capita decreased by 0.70 Percent to 1.40 Percent in 2008-01-01.,negative,1.4,-0.7000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2008-04-01,Real Gross Domestic Product per Capita remained unchanged at 1.40 Percent in 2008-04-01.,neutral,1.4,0.0,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2008-07-01,Real Gross Domestic Product per Capita decreased by 1.10 Percent to 0.30 Percent in 2008-07-01.,negative,0.3,-1.1,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2008-10-01,Real Gross Domestic Product per Capita decreased by 2.80 Percent to -2.50 Percent in 2008-10-01.,negative,-2.5,-2.8,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2009-01-01,Real Gross Domestic Product per Capita decreased by 0.70 Percent to -3.20 Percent in 2009-01-01.,negative,-3.2,-0.7000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2009-04-01,Real Gross Domestic Product per Capita decreased by 0.80 Percent to -4.00 Percent in 2009-04-01.,negative,-4.0,-0.7999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2009-07-01,Real Gross Domestic Product per Capita increased by 0.90 Percent to -3.10 Percent in 2009-07-01.,neutral,-3.1,0.8999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2009-10-01,Real Gross Domestic Product per Capita increased by 3.20 Percent to 0.10 Percent in 2009-10-01.,positive,0.1,3.2,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2010-01-01,Real Gross Domestic Product per Capita increased by 1.60 Percent to 1.70 Percent in 2010-01-01.,positive,1.7,1.6,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2010-04-01,Real Gross Domestic Product per Capita increased by 1.20 Percent to 2.90 Percent in 2010-04-01.,neutral,2.9,1.2,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2010-07-01,Real Gross Domestic Product per Capita increased by 0.40 Percent to 3.30 Percent in 2010-07-01.,neutral,3.3,0.3999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2010-10-01,Real Gross Domestic Product per Capita decreased by 0.50 Percent to 2.80 Percent in 2010-10-01.,negative,2.8,-0.5,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2011-01-01,Real Gross Domestic Product per Capita decreased by 0.80 Percent to 2.00 Percent in 2011-01-01.,negative,2.0,-0.7999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2011-04-01,Real Gross Domestic Product per Capita decreased by 0.30 Percent to 1.70 Percent in 2011-04-01.,negative,1.7,-0.3,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2011-07-01,Real Gross Domestic Product per Capita decreased by 0.80 Percent to 0.90 Percent in 2011-07-01.,negative,0.9,-0.7999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2011-10-01,Real Gross Domestic Product per Capita increased by 0.60 Percent to 1.50 Percent in 2011-10-01.,neutral,1.5,0.6,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2012-01-01,Real Gross Domestic Product per Capita increased by 1.10 Percent to 2.60 Percent in 2012-01-01.,neutral,2.6,1.1,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2012-04-01,Real Gross Domestic Product per Capita decreased by 0.20 Percent to 2.40 Percent in 2012-04-01.,negative,2.4,-0.2000000000000001,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2012-07-01,Real Gross Domestic Product per Capita increased by 0.20 Percent to 2.60 Percent in 2012-07-01.,neutral,2.6,0.2000000000000001,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2012-10-01,Real Gross Domestic Product per Capita decreased by 1.00 Percent to 1.60 Percent in 2012-10-01.,negative,1.6,-1.0,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2013-01-01,Real Gross Domestic Product per Capita increased by 0.10 Percent to 1.70 Percent in 2013-01-01.,neutral,1.7,0.0999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2013-04-01,Real Gross Domestic Product per Capita decreased by 0.20 Percent to 1.50 Percent in 2013-04-01.,negative,1.5,-0.1999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2013-07-01,Real Gross Domestic Product per Capita increased by 0.70 Percent to 2.20 Percent in 2013-07-01.,neutral,2.2,0.7000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2013-10-01,Real Gross Domestic Product per Capita increased by 0.80 Percent to 3.00 Percent in 2013-10-01.,neutral,3.0,0.7999999999999998,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2014-01-01,Real Gross Domestic Product per Capita decreased by 1.30 Percent to 1.70 Percent in 2014-01-01.,negative,1.7,-1.3,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2014-04-01,Real Gross Domestic Product per Capita increased by 1.00 Percent to 2.70 Percent in 2014-04-01.,neutral,2.7,1.0000000000000002,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2014-07-01,Real Gross Domestic Product per Capita increased by 0.40 Percent to 3.10 Percent in 2014-07-01.,neutral,3.1,0.3999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
2014-10-01,Real Gross Domestic Product per Capita decreased by 0.40 Percent to 2.70 Percent in 2014-10-01.,negative,2.7,-0.3999999999999999,A191RO1Q156NBEA,Real Gross Domestic Product per Capita
